date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,124761000.0,185321000.0,297819000.0,201279000.0,516168000.0,122041000.0,387138000.0,0.0,12917000.0,814726000.0,24184000.0,260334000.0,7592000.0,6647000.0,153659000.0,4361000.0,0.0,242055000.0,228704000.0
,commonStockRepurchased,0.0,-430036000.0,-1014721000.0,-806577000.0,-3299000.0,-200000.0,-2000000.0,-192533000.0,-214163000.0,-5486000.0,-13012000.0,0.0,-151986000.0,-150719000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-306386000.0,-313230000.0,-333543000.0,-314079000.0,-257378000.0,-214823000.0,-148407000.0,-121238000.0,-63866000.0,-58984000.0,-100108000.0,-203134000.0,-188285000.0,-118146000.0,-94740000.0,-85240000.0,-70868000.0,-66593000.0,-53062000.0,-47942000.0,-46389000.0,-32144000.0,-2348000.0
,otherFinancingActivites,0.0,-55470000.0,-36856000.0,-57537000.0,-66807000.0,-171733000.0,-33468000.0,-26647000.0,-49172000.0,-144305000.0,-11212000.0,0.0,-28759000.0,-2337409000.0,27764000.0,-5735000.0,-2185000.0,148215000.0,272580000.0,-4781000.0,-7317000.0,-6952000.0,-5571000.0,49701000.0
,netCashUsedProvidedByFinancingActivities,-1479301000.0,-528650000.0,-1094112000.0,-681077000.0,-2733240000.0,1713417000.0,381171000.0,258940000.0,868442000.0,232099000.0,-350758000.0,-313006000.0,-99846000.0,1856418000.0,654342000.0,315585000.0,101836000.0,393645000.0,-4793000.0,341873000.0,-25875000.0,195990000.0,347382000.0,227016000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-37683000.0,29087000.0,-151555000.0,24044000.0,-26010000.0,74717000.0,16708000.0,51792000.0,-194638000.0,-10885000.0,-383174000.0,680925000.0,-71214000.0,93074000.0,-11691000.0,-2751000.0,-19474000.0,44827000.0,2400000.0,-10768000.0,15325000.0,-6546000.0,12306000.0
,cashAtEndOfPeriod,0.0,241430000.0,279113000.0,127888000.0,279443000.0,255399000.0,281409000.0,206692000.0,189984000.0,138192000.0,332830000.0,343715000.0,726889000.0,45964000.0,117178000.0,24104000.0,35795000.0,38546000.0,58020000.0,13193000.0,10793000.0,21561000.0,6236000.0,12782000.0
,cashAtBeginningOfPeriod,0.0,279113000.0,250026000.0,279443000.0,255399000.0,281409000.0,206692000.0,189984000.0,138192000.0,332830000.0,343715000.0,726889000.0,45964000.0,117178000.0,24104000.0,35795000.0,38546000.0,58020000.0,13193000.0,10793000.0,21561000.0,6236000.0,12782000.0,476000.0
,operatingCashFlow,0.0,376473000.0,441537000.0,548373000.0,634714000.0,526484000.0,490381000.0,386203000.0,353743000.0,312860000.0,321058000.0,275211000.0,384552000.0,406705000.0,225644000.0,138398000.0,116264000.0,78250000.0,107395000.0,80588000.0,53806000.0,48013000.0,22665000.0,8551000.0
,capitalExpenditure,0.0,-307275000.0,916058000.0,290749000.0,2020009000.0,-1842968000.0,-588818000.0,-563551000.0,-514231000.0,-605856000.0,-378759000.0,-107030000.0,-200126000.0,-4282080000.0,-625142000.0,-484453000.0,-618604000.0,-103746000.0,-32123000.0,-417786000.0,-55475000.0,-223240000.0,-357243000.0,-224576000.0
,freeCashFlow,0.0,376473000.0,441537000.0,548373000.0,634714000.0,526484000.0,490381000.0,386203000.0,353743000.0,-292996000.0,-57701000.0,168181000.0,184426000.0,-3875375000.0,-399498000.0,-346055000.0,-502340000.0,-25496000.0,75272000.0,-337198000.0,-1669000.0,-175227000.0,-334578000.0,-216025000.0
