date,,2020-05-02_FY,2019-04-27_FY,2018-04-28_FY,2017-04-29_FY,2016-04-30_FY,2015-05-02_FY,2014-05-03_FY,2013-04-27_FY,2012-04-28_FY,2011-04-30_FY,2010-05-01_FY,2009-05-02_FY,2008-05-03_FY,2007-04-28_FY,2006-04-29_FY,2005-04-30_FY,2004-05-01_FY,2003-05-03_FY,2002-04-27_FY,2001-04-28_FY,2000-04-29_FY,1999-05-01_FY,1998-05-02_FY,1997-05-03_FY,1996-04-30_FY,1995-04-30_FY,1994-04-30_FY,1993-04-30_FY,1992-04-30_FY
,netCashUsedForInvestingActivites,-23881000.0,-38315000.0,-31911000.0,-13987000.0,-12024000.0,-9725000.0,-12100000.0,-9600000.0,-9900000.0,-11312000.0,-8300000.0,-3500000.0,-12700000.0,-10900000.0,-5100000.0,-3851000.0,-8100000.0,-8600000.0,-7100000.0,-10000000.0,-10300000.0,-6700000.0,-7100000.0,-5700000.0,-16500000.0,-4700000.0,-4900000.0,-4200000.0,-4400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,29364000.0,36833000.0,56737000.0,55901000.0,0.0,24745000.0,23079000.0,24327000.0,23127000.0,0.0,18541000.0,11114000.0,13767000.0,13325000.0,10754000.0,0.0,-1450000.0,-9531000.0,-9155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-5493000.0,456000.0,560000.0,365000.0,-6000000.0,-5772000.0,-8000000.0,19900000.0,100000.0,0.0,300000.0,200000.0,300000.0,300000.0,1000000.0,0.0,600000.0,-100000.0,-100000.0,-200000.0,-2100000.0,-1200000.0,100000.0,-1200000.0,-5100000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-135247000.0,-69878000.0,-69850000.0,-186000.0,-239000.0,-700000.0,-118200000.0,0.0,-106314000.0,-62300000.0,0.0,-36700000.0,0.0,-38000000.0,0.0,-38400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0,-300000.0,-1100000.0,-1100000.0,-1100000.0
,otherFinancingActivites,0.0,156656000.0,190424000.0,137232000.0,1528000.0,26924000.0,1936000.0,-29728000.0,36036000.0,921000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,100000.0,-800000.0
,netCashUsedProvidedByFinancingActivities,-5493000.0,-134791000.0,-69318000.0,-69485000.0,-13810000.0,-25771000.0,-28700000.0,-48000000.0,400000.0,-105184000.0,-61600000.0,300000.0,-35400000.0,1500000.0,-35900000.0,146000.0,-39200000.0,-9700000.0,-13200000.0,-10300000.0,-8400000.0,-3000000.0,-13700000.0,-8900000.0,3600000.0,-3400000.0,-2500000.0,-4600000.0,-6900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,148318000.0,-33664000.0,53492000.0,30795000.0,53121000.0,22524000.0,11700000.0,-17400000.0,28300000.0,-61194000.0,-15600000.0,32600000.0,-14100000.0,23500000.0,-12400000.0,29192000.0,-26000000.0,17700000.0,3000000.0,1100000.0,1000000.0,-3000000.0,3200000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,304518000.0,156200000.0,189864000.0,136372000.0,105577000.0,52424000.0,30000000.0,18200000.0,35700000.0,7372000.0,68500000.0,84100000.0,51500000.0,65600000.0,42200000.0,54557000.0,34300000.0,60300000.0,42600000.0,39600000.0,38500000.0,37400000.0,40500000.0,37200000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,156200000.0,189864000.0,136372000.0,105577000.0,52456000.0,29900000.0,18300000.0,35600000.0,7400000.0,68566000.0,84100000.0,51500000.0,65600000.0,42100000.0,54600000.0,25365000.0,60300000.0,42600000.0,39600000.0,38500000.0,37500000.0,40400000.0,37300000.0,35200000.0,33500000.0,32600000.0,32000000.0,17300000.0,18000000.0
,operatingCashFlow,177692000.0,139442000.0,154721000.0,114267000.0,78955000.0,58020000.0,52400000.0,40300000.0,37700000.0,55302000.0,54400000.0,35800000.0,34000000.0,32800000.0,28600000.0,32897000.0,21300000.0,36000000.0,23400000.0,21500000.0,19600000.0,6700000.0,24000000.0,16600000.0,14600000.0,8900000.0,7900000.0,23500000.0,10500000.0
,capitalExpenditure,-23890000.0,-38333000.0,-31974000.0,-14015000.0,-12140000.0,-11630000.0,-12124000.0,-9693000.0,-9905000.0,-11389000.0,-8349000.0,-6658000.0,-9700000.0,-11000000.0,-8000000.0,-13003000.0,-8700000.0,-8900000.0,-7200000.0,-6000000.0,-8600000.0,-6800000.0,-7300000.0,-6300000.0,-5100000.0,-4700000.0,-5100000.0,-4200000.0,-4400000.0
,freeCashFlow,153802000.0,101109000.0,122747000.0,100252000.0,66815000.0,46390000.0,40300000.0,30600000.0,27800000.0,43913000.0,46100000.0,29100000.0,24300000.0,21800000.0,20600000.0,19894000.0,12600000.0,27100000.0,16200000.0,15500000.0,11000000.0,-100000.0,16700000.0,10300000.0,9500000.0,4200000.0,2800000.0,19300000.0,6100000.0
