date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2002-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-167800000.0,-124000000.0,137400000.0,252700000.0,387000000.0,-141900000.0,44100000.0,-201700000.0,375800000.0,176800000.0,-19300000.0,53100000.0,-89700000.0,2700000.0,39000000.0,40462000.0,3199000.0,0.0
,cashAtEndOfPeriod,787500000.0,955300000.0,1079300000.0,941900000.0,689200000.0,302200000.0,444100000.0,400000000.0,601700000.0,225900000.0,49100000.0,68400000.0,15300000.0,104300000.0,101600000.0,62568000.0,22106000.0,0.0
,cashAtBeginningOfPeriod,955300000.0,1079300000.0,941900000.0,689200000.0,302200000.0,444100000.0,400000000.0,601700000.0,225900000.0,49100000.0,68400000.0,15300000.0,105000000.0,101600000.0,62600000.0,22106000.0,18907000.0,0.0
,operatingCashFlow,-282900000.0,575200000.0,560300000.0,332100000.0,268200000.0,180000000.0,316900000.0,102500000.0,462900000.0,130100000.0,71000000.0,137800000.0,28300000.0,179900000.0,110200000.0,148668000.0,24926000.0,17500000.0
,capitalExpenditure,-272200000.0,-432900000.0,-323700000.0,-177500000.0,-47000000.0,-221300000.0,-256900000.0,-222300000.0,-132000000.0,-81000000.0,-57000000.0,-170000000.0,-102100000.0,-87700000.0,-97500000.0,-29186000.0,-6974000.0,0.0
,freeCashFlow,-555100000.0,142300000.0,236600000.0,154600000.0,221200000.0,-41300000.0,60000000.0,-119800000.0,330900000.0,49100000.0,14000000.0,-32200000.0,-73800000.0,92200000.0,12700000.0,119482000.0,17952000.0,17500000.0
