date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,commonStockRepurchased,0.0,-399999000.0,-300002000.0,-103793000.0,-96218000.0,-101791000.0,-98233000.0,-95107000.0,-47203000.0,-7754000.0,0.0,0.0,-50138000.0,0.0,0.0,0.0,-1000.0,-20000.0,-317000.0,-53000.0,-48000.0,-2000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-51122000.0,-57675000.0,-86067000.0,-46168000.0,-13084000.0,-10320000.0,13785000.0,22740000.0,15081000.0,9494000.0,2885000.0,-1124000.0,-316000.0,16000.0,0.0,0.0,0.0,0.0,0.0,-10853000.0,-1327000.0,76000.0
,netCashUsedProvidedByFinancingActivities,-30808000.0,-485540000.0,-369434000.0,-135500000.0,-95524000.0,-100786000.0,-66420000.0,-38171000.0,10205000.0,27241000.0,14707000.0,6837000.0,-40355000.0,17509000.0,27675000.0,3736000.0,6142000.0,1599000.0,23889000.0,127537000.0,96429000.0,19598000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,10480000.0,2282000.0,-4733000.0,5510000.0,-3417000.0,-3007000.0,-1934000.0,-504000.0,28000.0,-93000.0,-139000.0,-59000.0,-355000.0,499000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,410340000.0,-86432000.0,187441000.0,60236000.0,221561000.0,-32157000.0,-43082000.0,-63433000.0,65711000.0,-53989000.0,128177000.0,79387000.0,-2019000.0,34006000.0,-19106000.0,4560000.0,24720000.0,9387000.0,-14998000.0,47722000.0,-4004000.0,4361000.0
,cashAtEndOfPeriod,961474000.0,551134000.0,637566000.0,449511000.0,389275000.0,167714000.0,199871000.0,242953000.0,306386000.0,240675000.0,294664000.0,166487000.0,87100000.0,89119000.0,55113000.0,74219000.0,69659000.0,44939000.0,35552000.0,50550000.0,2828000.0,6832000.0
,cashAtBeginningOfPeriod,551134000.0,637566000.0,450125000.0,389275000.0,167714000.0,199871000.0,242953000.0,306386000.0,240675000.0,294664000.0,166487000.0,87100000.0,89119000.0,55113000.0,74219000.0,69659000.0,44939000.0,35552000.0,50550000.0,2828000.0,6832000.0,2471000.0
,operatingCashFlow,662174000.0,747270000.0,554681000.0,438539000.0,247654000.0,237997000.0,226899000.0,185976000.0,133778000.0,130469000.0,129529000.0,74165000.0,39746000.0,52777000.0,-14030000.0,16088000.0,24562000.0,12122000.0,-40399000.0,-77855000.0,-58800000.0,-11633000.0
,capitalExpenditure,-154916000.0,-149707000.0,-223312000.0,-195695000.0,-70576000.0,-53451000.0,-24092000.0,-19412000.0,-38333000.0,-30404000.0,-18031000.0,-7192000.0,-14334000.0,-7429000.0,-24028000.0,-13801000.0,-9061000.0,-7585000.0,-8112000.0,-19175000.0,-13571000.0,-2463000.0
,freeCashFlow,507258000.0,597563000.0,331369000.0,242844000.0,177078000.0,184546000.0,202807000.0,166564000.0,95445000.0,100065000.0,111498000.0,66973000.0,25412000.0,45348000.0,-38058000.0,2287000.0,15501000.0,4537000.0,-48511000.0,-97030000.0,-72371000.0,-14096000.0
