date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-698492000.0,-435353000.0,-556456000.0,-481757000.0,-323451000.0,-497603000.0,-846496000.0,-767923000.0,-1003245000.0,-1164175000.0,-991842000.0,-848029000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523000.0,1112000.0,3565000.0,1659000.0,6730000.0,8722000.0,1412000.0,273000.0,30000.0,0.0,0.0,0.0,69900000.0,0.0,48500000.0,0.0
,commonStockRepurchased,-914000.0,-13083000.0,-17361000.0,0.0,-3479000.0,-1347000.0,0.0,0.0,-33194000.0,-10303000.0,-17147000.0,-29896000.0,-44859000.0,-110150000.0,0.0,0.0,0.0,0.0,-1256000.0,0.0,-394000.0,-3200000.0,-5100000.0,-3900000.0,-1000000.0,0.0,-800000.0,0.0
,dividendsPaid,-20884000.0,-20615000.0,-20736000.0,-20396000.0,-20444000.0,-20336000.0,-20126000.0,-20010000.0,-11455000.0,-1885000.0,-1416000.0,-3672000.0,-1434000.0,-2029000.0,-2081000.0,-2063000.0,-2029000.0,-1874000.0,-1830000.0,-1862000.0,-1945000.0,-2000000.0,-2000000.0,-2100000.0,-1800000.0,-1600000.0,-1200000.0,0.0
,otherFinancingActivites,-10376000.0,-9263000.0,-9068000.0,-5857000.0,-5350000.0,-6501000.0,-4499000.0,-3154000.0,-7336000.0,-11284000.0,-3131000.0,0.0,-5932000.0,-2859000.0,400000.0,-3875000.0,-2603000.0,-4292000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-40504000.0,-47266000.0,-88141000.0,-74674000.0,-64913000.0,-118751000.0,-88174000.0,20587000.0,-120052000.0,279951000.0,-35698000.0,-110892000.0,-12048000.0,-74154000.0,96846000.0,-64510000.0,-17141000.0,16896000.0,-27115000.0,-7924000.0,-29245000.0,-25200000.0,40100000.0,17500000.0,46800000.0,58000000.0,2300000.0,-7400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,272000.0,-255000.0,-701000.0,166000.0,213000.0,-616000.0,344000.0,926000.0,-71000.0,-1393000.0,-187000.0,-224000.0,-124000.0,301000.0,437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5510000.0,7654000.0,-2564000.0,-19532000.0,4064000.0,-2917000.0,12191000.0,-76382000.0,40401000.0,19120000.0,-10684000.0,25987000.0,1629000.0,-11946000.0,4711000.0,9338000.0,9620000.0,-31287000.0,31097000.0,-530000.0,-3767000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,17887000.0,12377000.0,4723000.0,7287000.0,26819000.0,22755000.0,25672000.0,13481000.0,89863000.0,49462000.0,30342000.0,41026000.0,15039000.0,13410000.0,25356000.0,20645000.0,11307000.0,1687000.0,32974000.0,1877000.0,2407000.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,12377000.0,4723000.0,7287000.0,26819000.0,22755000.0,25672000.0,13481000.0,89863000.0,49462000.0,30342000.0,41026000.0,15039000.0,13410000.0,25356000.0,20645000.0,11307000.0,1687000.0,32974000.0,1877000.0,2407000.0,6174000.0,3800000.0,3100000.0,1900000.0,1600000.0,4400000.0,1000000.0,2100000.0
,operatingCashFlow,124597000.0,144740000.0,159676000.0,100370000.0,99240000.0,144628000.0,141252000.0,39289000.0,244790000.0,140463000.0,89490000.0,287579000.0,141764000.0,179315000.0,105215000.0,73499000.0,73221000.0,40937000.0,36385000.0,8648000.0,35378000.0,36800000.0,13300000.0,23100000.0,-5800000.0,33700000.0,20800000.0,11500000.0
,capitalExpenditure,-82005000.0,-94613000.0,-77626000.0,-44940000.0,-34571000.0,-32297000.0,-39147000.0,-90381000.0,-78560000.0,-104964000.0,-64324000.0,-59044000.0,-84262000.0,-80853000.0,-86583000.0,-48250000.0,-22192000.0,-21796000.0,-9569000.0,-9297000.0,-10732000.0,-12000000.0,-14200000.0,-15500000.0,-44600000.0,-31200000.0,-21100000.0,-5600000.0
,freeCashFlow,42592000.0,50127000.0,82050000.0,55430000.0,64669000.0,112331000.0,102105000.0,-51092000.0,166230000.0,35499000.0,25166000.0,228535000.0,57502000.0,98462000.0,18632000.0,25249000.0,51029000.0,19141000.0,26816000.0,-649000.0,24646000.0,24800000.0,-900000.0,7600000.0,-50400000.0,2500000.0,-300000.0,5900000.0
