date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,dividendsPaid,0.0,-623000000.0,-629000000.0,-628000000.0,-596000000.0,-646000000.0,-469000000.0,-313000000.0,-187000000.0,-70000000.0,-30000000.0,-54000000.0,-531000000.0,-453000000.0,-309000000.0,-132000000.0,-56000000.0,-35000000.0,-35000000.0,-284000000.0,-209000000.0,-219000000.0
,otherFinancingActivites,0.0,-149000000.0,-16000000.0,-54000000.0,-8000000.0,-28000000.0,-10000000.0,-5000000.0,-24000000.0,-24000000.0,24000000.0,-16000000.0,-20000000.0,43000000.0,114000000.0,25000000.0,-122000000.0,-86000000.0,-111000000.0,-48000000.0,3000000.0,-145000000.0
,netCashUsedProvidedByFinancingActivities,1231000000.0,-1315000000.0,-748000000.0,-402000000.0,-1037000000.0,-865000000.0,-1226000000.0,-493000000.0,-305000000.0,628000000.0,-343000000.0,698000000.0,-284000000.0,-685000000.0,154000000.0,-246000000.0,-276000000.0,186000000.0,-158000000.0,79000000.0,1000000.0,-302000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3000000.0,1000000.0,-5000000.0,4000000.0,0.0,-15000000.0,-8000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-6000000.0,647000000.0,565000000.0,151000000.0,-445000000.0,-177000000.0,444000000.0,-409000000.0,-287000000.0,-529000000.0,1134000000.0,20000000.0,124000000.0,180000000.0,-163000000.0,-417000000.0,403000000.0,9000000.0,39000000.0,36000000.0,-159000000.0
,cashAtEndOfPeriod,0.0,1750000000.0,1756000000.0,1109000000.0,372000000.0,239000000.0,684000000.0,861000000.0,417000000.0,826000000.0,1113000000.0,1642000000.0,508000000.0,488000000.0,364000000.0,184000000.0,347000000.0,764000000.0,361000000.0,352000000.0,313000000.0,277000000.0
,cashAtBeginningOfPeriod,0.0,1756000000.0,1109000000.0,544000000.0,221000000.0,684000000.0,861000000.0,417000000.0,826000000.0,1113000000.0,1642000000.0,508000000.0,488000000.0,364000000.0,184000000.0,347000000.0,764000000.0,361000000.0,352000000.0,313000000.0,277000000.0,436000000.0
,operatingCashFlow,0.0,1250000000.0,1300000000.0,1230000000.0,1303000000.0,1171000000.0,1150000000.0,1019000000.0,782000000.0,661000000.0,520000000.0,552000000.0,1020000000.0,1001000000.0,881000000.0,512000000.0,360000000.0,373000000.0,389000000.0,239000000.0,483000000.0,319000000.0
,capitalExpenditure,0.0,-558000000.0,-474000000.0,-277000000.0,-550000000.0,-672000000.0,-436000000.0,-459000000.0,-638000000.0,-542000000.0,-326000000.0,-340000000.0,-672000000.0,0.0,-554000000.0,-349000000.0,-250000000.0,-201000000.0,-105000000.0,-492000000.0,-379000000.0,-737000000.0
,freeCashFlow,0.0,692000000.0,826000000.0,953000000.0,753000000.0,499000000.0,714000000.0,560000000.0,144000000.0,119000000.0,194000000.0,212000000.0,348000000.0,1001000000.0,327000000.0,163000000.0,110000000.0,172000000.0,284000000.0,-253000000.0,104000000.0,-418000000.0
