date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-24_FY,2016-06-25_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY
,otherFinancingActivites,-10400000.0,-9400000.0,-6500000.0,12700000.0,-32900000.0,218700000.0,88863000.0,31959000.0,-1793000.0,-261000.0,4692000.0,7573000.0,-457000.0,9878000.0,5223000.0,-4304000.0,0.0,856000.0,308000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,93900000.0,-106600000.0,226700000.0,-94100000.0,-281100000.0,93600000.0,18600000.0,-14300000.0,-28660000.0,-44048000.0,-88820000.0,-31656000.0,-140735000.0,-986000.0,-5119000.0,107893000.0,5159000.0,2911000.0,49798000.0,536000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,100000.0,0.0,-900000.0,3400000.0,-3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,435600000.0,26800000.0,-66800000.0,15600000.0,-47700000.0,-47300000.0,91900000.0,50300000.0,57852000.0,37295000.0,40822000.0,72818000.0,50303000.0,7191000.0,-33508000.0,12743000.0,17792000.0,-3794000.0,41725000.0,-2741000.0,0.0
,cashAtEndOfPeriod,763400000.0,327800000.0,301000000.0,367800000.0,352200000.0,399900000.0,447200000.0,355300000.0,305005000.0,247153000.0,209858000.0,169036000.0,96218000.0,45915000.0,38724000.0,72232000.0,59489000.0,41697000.0,45491000.0,3766000.0,0.0
,cashAtBeginningOfPeriod,327800000.0,301000000.0,367800000.0,352200000.0,399900000.0,447200000.0,355300000.0,305000000.0,247153000.0,209858000.0,169036000.0,96218000.0,45915000.0,38724000.0,72232000.0,59489000.0,41697000.0,45491000.0,3766000.0,6507000.0,0.0
,operatingCashFlow,221800000.0,154200000.0,145000000.0,152900000.0,256600000.0,204100000.0,131600000.0,102200000.0,101393000.0,89713000.0,114008000.0,81591000.0,76387000.0,26314000.0,24781000.0,42545000.0,14782000.0,11664000.0,12840000.0,-2295000.0,0.0
,capitalExpenditure,-18800000.0,-23700000.0,-41800000.0,-31400000.0,-28600000.0,-51900000.0,-38675000.0,-48519000.0,-10359000.0,-11570000.0,-9067000.0,-9310000.0,-7066000.0,-5812000.0,-3072000.0,-13847000.0,-908000.0,-1306000.0,-1287000.0,-2946000.0,0.0
,freeCashFlow,203000000.0,130500000.0,103200000.0,121500000.0,223400000.0,152200000.0,92900000.0,53700000.0,91034000.0,78143000.0,104941000.0,72281000.0,69321000.0,20502000.0,21709000.0,28698000.0,13874000.0,10358000.0,11553000.0,-5241000.0,0.0
