date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY
,netCashUsedProvidedByFinancingActivities,-55400000.0,-644700000.0,-174700000.0,-202500000.0,238700000.0,-346200000.0,-131200000.0,-350600000.0,-498500000.0,-492600000.0,-555600000.0,-154400000.0,22650000.0,-131800000.0,-46700000.0,935700000.0,-80781000.0,-30403000.0,98727000.0,14475000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-6900000.0,-24700000.0,28000000.0,21200000.0,-25700000.0,-39500000.0,-42800000.0,-400000.0,13700000.0,9900000.0,24800000.0,-37260000.0,8600000.0,-100000.0,300000.0,73000.0,34000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,121500000.0,-1127000000.0,761200000.0,199800000.0,219000000.0,-159700000.0,73900000.0,161800000.0,-19200000.0,-55800000.0,-194600000.0,327300000.0,-279273000.0,205000000.0,250800000.0,230600000.0,-33913000.0,-27125000.0,151280000.0,72109000.0
,cashAtEndOfPeriod,635000000.0,497400000.0,1615400000.0,869200000.0,669400000.0,450400000.0,610100000.0,797600000.0,635800000.0,655000000.0,710800000.0,905400000.0,578141000.0,857400000.0,652400000.0,401600000.0,170992000.0,204905000.0,232030000.0,80750000.0
,cashAtBeginningOfPeriod,513500000.0,1624400000.0,854200000.0,669400000.0,450400000.0,610100000.0,536200000.0,635800000.0,655000000.0,710800000.0,905400000.0,578100000.0,857414000.0,652400000.0,401600000.0,171000000.0,204905000.0,232030000.0,80750000.0,8641000.0
,operatingCashFlow,123700000.0,-414500000.0,325100000.0,434900000.0,537100000.0,656800000.0,480500000.0,762700000.0,632400000.0,624700000.0,591200000.0,644200000.0,549235000.0,502700000.0,423500000.0,291400000.0,145987000.0,69800000.0,92870000.0,78119000.0
,capitalExpenditure,-60000000.0,-78000000.0,-93700000.0,-113400000.0,-142700000.0,-173200000.0,-159600000.0,-125600000.0,-139600000.0,-165100000.0,-116000000.0,-123258000.0,-183192000.0,-175569000.0,-93419000.0,-93419000.0,-98305000.0,-63007000.0,-39529000.0,-20462000.0
,freeCashFlow,63700000.0,-493000000.0,231400000.0,321500000.0,394400000.0,483600000.0,320900000.0,637100000.0,492800000.0,459600000.0,393600000.0,480400000.0,366043000.0,327100000.0,289600000.0,180700000.0,47682000.0,6793000.0,53341000.0,57657000.0
