date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,netCashUsedForInvestingActivites,-72769000.0,-64157000.0,-84395000.0,-239201000.0,-25758000.0,-208490000.0,-30698000.0,-35157000.0,-17285000.0,-11703000.0,-281575000.0,-20776000.0,-44373000.0,-21964000.0,-50148000.0,-37299000.0,-32838000.0,66656000.0,-33965000.0,-22427000.0,-46223000.0,-29600000.0,-11100000.0,-34500000.0,-30000000.0,-19500000.0,-11500000.0,-21200000.0,-21100000.0,-20300000.0,-25100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1031000000.0,-880500000.0,-570167000.0,-559767000.0,-443572000.0,-291525000.0,-421667000.0,-306766000.0,-246500000.0,-199000000.0,-40000000.0,-57085000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134000.0,1900000.0,4707000.0,4911000.0,3036000.0,2508000.0,7477000.0,27088000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1200000.0
,commonStockRepurchased,-29144000.0,-12648000.0,-4824000.0,-17513000.0,-1881000.0,-9885000.0,-5654000.0,-11785000.0,-3508000.0,-624000.0,-7572000.0,-206000.0,-983000.0,-25547000.0,-29893000.0,-58012000.0,-6122000.0,-2309000.0,-846000.0,-3227000.0,-54948000.0,-5500000.0,-7000000.0,-9900000.0,-27500000.0,-28000000.0,-8500000.0,-4100000.0,-8400000.0,-5800000.0,-7200000.0
,dividendsPaid,-66578000.0,-63523000.0,-57248000.0,-52537000.0,-49074000.0,-47380000.0,-45586000.0,-43994000.0,-50990000.0,-37741000.0,-35928000.0,-34524000.0,-33654000.0,-30139000.0,-24774000.0,-19053000.0,-13758000.0,-63270000.0,-7961000.0,-6480000.0,-5881000.0,-5900000.0,-5900000.0,-5700000.0,-5400000.0,-6200000.0,-5600000.0,-5600000.0,-5600000.0,-5700000.0,-5400000.0
,otherFinancingActivites,-15951000.0,-4536000.0,-2710000.0,-3128000.0,975000.0,860000.0,2659000.0,-1100000.0,2799000.0,632000.0,3462000.0,-386000.0,885000.0,1530000.0,2703000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,0.0,-100000.0,0.0,-100000.0,-100000.0,-3000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-126529000.0,-84624000.0,-163269000.0,23065000.0,-97841000.0,164949000.0,-58118000.0,-58240000.0,-110521000.0,-71280000.0,246602000.0,-91946000.0,-36628000.0,-9789000.0,1391000.0,-77951000.0,-19427000.0,-76346000.0,-7133000.0,-6327000.0,4063000.0,-15400000.0,-4500000.0,1100000.0,-32000000.0,-40100000.0,-23000000.0,-9800000.0,-11400000.0,-10700000.0,-10300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1234000.0,-4242000.0,-13508000.0,6285000.0,-3461000.0,-11786000.0,-8482000.0,-3837000.0,110000.0,-2097000.0,1144000.0,2965000.0,-2871000.0,4093000.0,2413000.0,-2502000.0,1724000.0,5917000.0,1543000.0,-1631000.0,-675000.0,-1400000.0,-1600000.0,-2700000.0,-1300000.0,1500000.0,1800000.0,-2600000.0,-3300000.0,-4400000.0,3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8491000.0,11939000.0,2715000.0,20485000.0,7834000.0,-73000.0,9733000.0,13547000.0,22780000.0,178000.0,-2223000.0,11089000.0,-24087000.0,13685000.0,16499000.0,-31748000.0,3301000.0,36767000.0,9776000.0,451000.0,9433000.0,-6900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,161034000.0,152543000.0,140604000.0,134244000.0,113759000.0,105925000.0,105998000.0,96265000.0,82718000.0,59938000.0,59760000.0,61983000.0,50894000.0,74981000.0,61296000.0,44797000.0,76545000.0,73244000.0,36477000.0,26992000.0,26541000.0,17100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,152543000.0,140604000.0,137889000.0,113759000.0,105925000.0,105998000.0,96265000.0,82718000.0,59938000.0,59760000.0,61983000.0,50894000.0,74981000.0,61296000.0,44797000.0,76545000.0,73244000.0,36477000.0,26701000.0,26541000.0,17108000.0,24000000.0,19900000.0,25100000.0,32000000.0,54400000.0,46400000.0,55400000.0,54400000.0,68600000.0,-12500000.0
,operatingCashFlow,206555000.0,164962000.0,263887000.0,230336000.0,134894000.0,55254000.0,107031000.0,110781000.0,150476000.0,85258000.0,31606000.0,120846000.0,59785000.0,41345000.0,62843000.0,86004000.0,53842000.0,40540000.0,49331000.0,30836000.0,52268000.0,39400000.0,21400000.0,30900000.0,56500000.0,35600000.0,40700000.0,24600000.0,36900000.0,21400000.0,55700000.0
,capitalExpenditure,-48905000.0,-36604000.0,-33960000.0,-23725000.0,-25523000.0,-36241000.0,-33583000.0,-36517000.0,-32209000.0,-30390000.0,-25024000.0,-25737000.0,-44450000.0,-32884000.0,-22734000.0,-21664000.0,-27330000.0,-19628000.0,-19946000.0,-22347000.0,-19360000.0,-26200000.0,-34300000.0,-35300000.0,-21600000.0,-19100000.0,-22600000.0,-20400000.0,-22800000.0,-18400000.0,-25300000.0
,freeCashFlow,157650000.0,128358000.0,229927000.0,206611000.0,109371000.0,19013000.0,73448000.0,74264000.0,118267000.0,54868000.0,6582000.0,95109000.0,15335000.0,8461000.0,40109000.0,64340000.0,26512000.0,20912000.0,29385000.0,8489000.0,32908000.0,13200000.0,-12900000.0,-4400000.0,34900000.0,16500000.0,18100000.0,4200000.0,14100000.0,3000000.0,30400000.0
