date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,commonStockRepurchased,-100000000.0,0.0,0.0,0.0,-200000000.0,-300000000.0,-300000000.0,0.0,0.0,-120000000.0,-354000000.0,0.0,0.0,0.0,0.0,0.0,-170000000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-316000000.0,-317000000.0,-305000000.0,-281000000.0,-257000000.0,-241000000.0,-221000000.0,-201000000.0,-185000000.0,-174000000.0,-202000000.0,-198000000.0,-322000000.0,-114000000.0,-74000000.0,-120000000.0,-86000000.0,-105000000.0,-65000000.0,-34000000.0,-18000000.0,0.0
,otherFinancingActivites,-32000000.0,-33000000.0,-31000000.0,-44000000.0,-92000000.0,-6000000.0,-20000000.0,-89000000.0,7000000.0,35000000.0,40000000.0,-299000000.0,27000000.0,77000000.0,-27000000.0,0.0,0.0,55000000.0,21000000.0,50000000.0,10000000.0,-253000000.0
,netCashUsedProvidedByFinancingActivities,1763000000.0,-771000000.0,631000000.0,-180000000.0,-488000000.0,360000000.0,-1058000000.0,-1565000000.0,1206000000.0,-1060000000.0,-30000000.0,774000000.0,-1146000000.0,1762000000.0,891000000.0,21000000.0,-74000000.0,-61000000.0,1295000000.0,-224000000.0,709000000.0,-253000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19000000.0,5000000.0,11000000.0,3000000.0,33000000.0,-119000000.0,-36000000.0,-60000000.0,-46000000.0,-77000000.0,-19000000.0,95000000.0,-268000000.0,59000000.0,20000000.0,-1000000.0,56000000.0,61000000.0,-81000000.0,-30000000.0,-37000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,59000000.0,-71000000.0,-212000000.0,-333000000.0,523000000.0,49000000.0,-380000000.0,173000000.0,-266000000.0,257000000.0,25000000.0,-451000000.0,23000000.0,616000000.0,11000000.0,-78000000.0,-57000000.0,19000000.0,271000000.0,-224000000.0,60000000.0,0.0
,cashAtEndOfPeriod,381000000.0,322000000.0,393000000.0,601000000.0,934000000.0,411000000.0,362000000.0,742000000.0,569000000.0,835000000.0,578000000.0,553000000.0,1004000000.0,981000000.0,365000000.0,354000000.0,432000000.0,489000000.0,470000000.0,199000000.0,423000000.0,0.0
,cashAtBeginningOfPeriod,322000000.0,393000000.0,605000000.0,934000000.0,411000000.0,362000000.0,742000000.0,569000000.0,835000000.0,578000000.0,553000000.0,1004000000.0,981000000.0,365000000.0,354000000.0,432000000.0,489000000.0,470000000.0,199000000.0,423000000.0,363000000.0,0.0
,operatingCashFlow,-3536000000.0,-808000000.0,-1264000000.0,1006000000.0,1904000000.0,610000000.0,1399000000.0,2225000000.0,-457000000.0,2614000000.0,-2435000000.0,-368000000.0,2543000000.0,-411000000.0,-289000000.0,382000000.0,802000000.0,-41000000.0,130000000.0,209000000.0,-521000000.0,37000000.0
,capitalExpenditure,-365000000.0,-524000000.0,-493000000.0,-662000000.0,-784000000.0,-649000000.0,-839000000.0,-1042000000.0,-1095000000.0,-1125000000.0,-1072000000.0,-918000000.0,-896000000.0,-658000000.0,-503000000.0,-522000000.0,-437000000.0,-304000000.0,-242000000.0,-230000000.0,-184000000.0,0.0
,freeCashFlow,-3901000000.0,-1332000000.0,-1757000000.0,344000000.0,1120000000.0,-39000000.0,560000000.0,1183000000.0,-1552000000.0,1489000000.0,-3507000000.0,-1286000000.0,1647000000.0,-1069000000.0,-792000000.0,-140000000.0,365000000.0,-345000000.0,-112000000.0,-21000000.0,-705000000.0,37000000.0
