date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,otherFinancingActivites,2800000000.0,-4228000000.0,2723000000.0,925000000.0,5425000000.0,11878000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-24408000000.0,-23209000000.0,-13179000000.0,-8298000000.0,-8332000000.0,-3677000000.0,-1439000000.0,-857000000.0,1229000000.0,807000000.0,3050000000.0,233412000.0,87567000.0,403067000.0,2966398000.0,4370830000.0,1194618000.0,8090000.0,-5473000.0,-2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,24000000.0,-23000000.0,-302000000.0,405000000.0,-170000000.0,-434000000.0,-433000000.0,-3000000.0,3000000.0,22000000.0,-19000000.0,10511000.0,-45923000.0,40034000.0,19741000.0,-21758000.0,7572000.0,1662000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7967000000.0,1797000000.0,5986000000.0,-2203000000.0,-3631000000.0,-1798000000.0,-551000000.0,4120000000.0,4795000000.0,-3647000000.0,3432000000.0,1541000000.0,2575000000.0,2537000000.0,-333000000.0,3450000000.0,278000000.0,91000000.0,40000000.0,0.0
,cashAtEndOfPeriod,26465000000.0,18498000000.0,16701000000.0,10715000000.0,12918000000.0,16549000000.0,18347000000.0,18898000000.0,14778000000.0,9983000000.0,13630000000.0,10198000000.0,8657000000.0,6082000000.0,3545000000.0,3876000000.0,427000000.0,149000000.0,40000000.0,16701000000.0
,cashAtBeginningOfPeriod,18498000000.0,16701000000.0,10715000000.0,12918000000.0,16549000000.0,18347000000.0,18898000000.0,14778000000.0,9983000000.0,13630000000.0,10198000000.0,8657000000.0,6082000000.0,3545000000.0,3878000000.0,426000000.0,149000000.0,58000000.0,0.0,16701000000.0
,operatingCashFlow,65124000000.0,54520000000.0,47971000000.0,37091000000.0,36036000000.0,26572000000.0,23024000000.0,18659000000.0,16619000000.0,14565000000.0,11081000000.0,9316000000.0,7853000000.0,5775000000.0,3581000000.0,2459000000.0,977000000.0,395000000.0,155000000.0,31000000.0
,capitalExpenditure,-22281000000.0,-23548000000.0,-25139000000.0,-13184000000.0,-10212000000.0,-9915000000.0,-11014000000.0,-7358000000.0,-3273000000.0,-3438000000.0,-4018000000.0,-810000000.0,-2358000000.0,-2403000000.0,-1903000000.0,-853000000.0,-356000000.0,-177000000.0,-37000000.0,-13000000.0
,freeCashFlow,42843000000.0,30972000000.0,22832000000.0,23907000000.0,25824000000.0,16622000000.0,12010000000.0,11301000000.0,13346000000.0,11127000000.0,7063000000.0,8506000000.0,5495000000.0,3372000000.0,1678000000.0,1606000000.0,621000000.0,218000000.0,118000000.0,18000000.0
