date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-12-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-90620.0,-496790.0,-487905.0,-2330809.0,-324648.0,0.0,0.0,-6935623.0,-548310.0,-390000.0,-0.0,-208333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,18228000.0,12787870.0,37619758.0,16021634.0,10216081.0,10565972.0,0.0,25454100.0,0.0,2500080.0,0.0,0.0,2000.0,0.0,0.0,0.0,896.0,5747000.0,11457601.0,525000.0,5679983.0,15450643.0,12298789.0,11000000.0,200000.0,17900000.0,6800000.0,6400000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,5422300.0,0.0,0.0,0.0,-0.0,-4127.0,-786.0,1060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1436787.0,0.0,0.0,0.0,0.0,0.0,0.0,-2210122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386499.0,-2000.0,-832992.0,200000.0,100000.0,0.0,0.0,100000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,19892293.0,12291080.0,37131853.0,30457475.0,21914631.0,10641561.0,4783650.0,22183355.0,2551490.0,2114480.0,0.0,-212460.0,2211014.0,-770000.0,0.0,-40000.0,-3457604.0,10191000.0,11457601.0,525000.0,6066482.0,14568573.0,8312969.0,12000000.0,3500000.0,17900000.0,6800000.0,6200000.0,460000.0,20000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34244.0,-30000.0,19599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1955281.0,-10461006.0,938940.0,13236942.0,1015112.0,305983.0,-1628570.0,0.0,0.0,-1231379.0,0.0,948599.0,272602.0,20000.0,-1697490.0,-1977218.0,1690824.0,-6454000.0,1055242.0,-13979000.0,15833139.0,-3043714.0,8034103.0,-800000.0,0.0,0.0,0.0,0.0,350000.0,-10000.0
,cashAtEndOfPeriod,6855355.0,8810636.0,19271642.0,18332702.0,5095760.0,4080648.0,3771430.0,5403235.0,0.0,7519.0,0.0,1238898.0,290299.0,150000.0,129124.0,1826614.0,3803832.0,2251000.0,8705120.0,7650000.0,21628517.0,5794478.0,8838192.0,800000.0,0.0,0.0,0.0,0.0,380000.0,-10000.0
,cashAtBeginningOfPeriod,8810636.0,19271642.0,18332702.0,5095760.0,4080648.0,3774665.0,5400000.0,0.0,7519.0,1238898.0,0.0,290299.0,17697.0,130000.0,1826614.0,3803832.0,2113008.0,8705000.0,7649878.0,21629000.0,5795378.0,8838192.0,804089.0,1600000.0,1800000.0,0.0,2300000.0,400000.0,30000.0,0.0
,operatingCashFlow,-20901360.0,-19885668.0,-32657549.0,-15132575.0,-21160267.0,-10335578.0,-6412220.0,-6780120.0,-2559009.0,-3345859.0,0.0,-4347277.0,-1998637.0,-4990000.0,-1197490.0,-1937218.0,-5042484.0,-16729000.0,-13600923.0,-12507000.0,1605726.0,-13009635.0,-9183317.0,-9600000.0,-7200000.0,-3500000.0,-3300000.0,-2700000.0,-1160000.0,-2190000.0
,capitalExpenditure,-946214.0,-2866418.0,-3535364.0,-2089058.0,-121103.0,0.0,-10000000.0,-10000000.0,0.0,0.0,0.0,0.0,-4889.0,0.0,0.0,0.0,0.0,-103000.0,-203988.0,-362000.0,-733175.0,-232018.0,-201106.0,-700000.0,-2800000.0,0.0,0.0,0.0,0.0,-10000.0
,freeCashFlow,-21847574.0,-22752086.0,-36192913.0,-17221633.0,-21281370.0,-10335578.0,-16412220.0,-16780120.0,-2559009.0,-3345859.0,0.0,-4347277.0,-2003526.0,-4990000.0,-1197490.0,-1937218.0,-5042484.0,-16832000.0,-13804911.0,-12869000.0,872551.0,-13241653.0,-9384423.0,-10300000.0,-10000000.0,-3500000.0,-3300000.0,-2700000.0,-1160000.0,-2200000.0
