date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-18_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,salesMaturitiesOfInvestments,2318000000.0,1674000000.0,1116000000.0,1388000000.0,962000000.0,1175000000.0,1092000000.0,1089000000.0,1048000000.0,955700000.0,931000000.0,725000000.0,725000000.0,579600000.0,1321100000.0,935900000.0,1121400000.0,756800000.0,689000000.0,433900000.0,424600000.0,300000000.0,218500000.0,156300000.0,385900000.0,110400000.0,153500000.0,56762000.0,554800000.0,7200000.0,0.0,73700000.0,0.0
,otherInvestingActivites,257000000.0,41000000.0,47000000.0,75000000.0,5000000.0,53000000.0,10000000.0,-3000000.0,11000000.0,-88100000.0,-28400000.0,0.0,-8100000.0,17900000.0,-2600000.0,19700000.0,6500000.0,25500000.0,-18400000.0,32800000.0,-15600000.0,-400000.0,8100000.0,-1300000.0,-2000000.0,500000.0,3900000.0,-4642000.0,2000000.0,4700000.0,-65800000.0,-93100000.0,-53500000.0
,netCashUsedForInvestingActivites,-593000000.0,-791000000.0,-631000000.0,-1132000000.0,-2622000000.0,-930000000.0,-541000000.0,-698000000.0,-645000000.0,-403300000.0,-295200000.0,-657000000.0,-657400000.0,-581300000.0,-601800000.0,-533000000.0,-481100000.0,-365700000.0,-638100000.0,-361400000.0,-121100000.0,-570000000.0,-467900000.0,-746500000.0,-483100000.0,-153200000.0,-100700000.0,-200673000.0,-17800000.0,-264900000.0,-288000000.0,-231900000.0,-212900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-565000000.0,-1058000000.0,-807000000.0,-397000000.0,-249000000.0,-116000000.0,-119000000.0,-161000000.0,-275000000.0,-333500000.0,-321000000.0,-261000000.0,-261000000.0,-343200000.0,-132200000.0,0.0,-54200000.0,-209900000.0,-71300000.0,-43800000.0,-153900000.0,-65800000.0,-27200000.0,-45500000.0,-232700000.0,-265700000.0,-295400000.0,-110900000.0,-79400000.0,-156200000.0,-27800000.0,-28200000.0,-29100000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,24000000.0,31000000.0,19400000.0,36500000.0,13000000.0,13000000.0,4000000.0,6100000.0,0.0,215200000.0,8400000.0,3700000.0,900000.0,1400000.0,1200000.0,6300000.0,6600000.0,129300000.0,21100000.0,2800000.0,798000.0,200000.0,1500000.0,800000.0,61200000.0,500000.0
,commonStockRepurchased,-31000000.0,-75000000.0,-50000000.0,-75000000.0,-193000000.0,-505000000.0,-348000000.0,-159000000.0,-60000000.0,-79500000.0,-45100000.0,0.0,-23800000.0,-48900000.0,-62800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33400000.0,0.0,-200000.0,-73800000.0,-5000000.0
,dividendsPaid,-45000000.0,-173000000.0,-158000000.0,-148000000.0,-136000000.0,-102000000.0,-68000000.0,-28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500000.0,-8400000.0,-9000000.0,-8400000.0,-3100000.0
,otherFinancingActivites,58000000.0,43000000.0,29000000.0,28000000.0,25000000.0,35000000.0,-5000000.0,-1000000.0,167000000.0,7100000.0,-3600000.0,0.0,230000000.0,0.0,0.0,-168100000.0,0.0,0.0,-71300000.0,-43800000.0,0.0,-65800000.0,29800000.0,356500000.0,220800000.0,-48300000.0,-181400000.0,-68832000.0,37600000.0,214600000.0,-28100000.0,28300000.0,62500000.0
,netCashUsedProvidedByFinancingActivities,1981000000.0,-813000000.0,-647000000.0,-592000000.0,1491000000.0,-688000000.0,-462000000.0,-325000000.0,-88000000.0,-280000000.0,-333200000.0,233000000.0,233200000.0,495800000.0,93400000.0,240300000.0,254800000.0,-106900000.0,206800000.0,15100000.0,232000000.0,273600000.0,240900000.0,363100000.0,331100000.0,-46100000.0,-10600000.0,40966000.0,-10300000.0,232500000.0,195700000.0,144200000.0,110600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1154000000.0,118000000.0,-83000000.0,-134000000.0,255000000.0,-34000000.0,27000000.0,-42000000.0,20000000.0,12700000.0,-74700000.0,-119000000.0,-118900000.0,78800000.0,-26400000.0,157100000.0,45600000.0,-138600000.0,-76100000.0,-221800000.0,389200000.0,-31400000.0,103100000.0,-73200000.0,53200000.0,23600000.0,14200000.0,-15574000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1386000000.0,232000000.0,114000000.0,194000000.0,328000000.0,73000000.0,107000000.0,80000000.0,122000000.0,102200000.0,89500000.0,164000000.0,164200000.0,283100000.0,204300000.0,230700000.0,73600000.0,54300000.0,192900000.0,269000000.0,490300000.0,101100000.0,132500000.0,29400000.0,102600000.0,49400000.0,25800000.0,11605000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,232000000.0,114000000.0,197000000.0,328000000.0,73000000.0,107000000.0,80000000.0,122000000.0,102000000.0,89500000.0,164200000.0,283000000.0,283100000.0,204300000.0,230700000.0,73600000.0,28000000.0,192900000.0,269000000.0,490800000.0,101100000.0,132500000.0,29400000.0,102600000.0,49400000.0,25800000.0,11600000.0,27179000.0,6900000.0,19100000.0,28900000.0,13400000.0,8200000.0
,operatingCashFlow,-234000000.0,1722000000.0,1195000000.0,1590000000.0,1386000000.0,1584000000.0,1030000000.0,981000000.0,753000000.0,696000000.0,553700000.0,305000000.0,305300000.0,164300000.0,482000000.0,449800000.0,271900000.0,334000000.0,355200000.0,124500000.0,278300000.0,265000000.0,330100000.0,310200000.0,205200000.0,222900000.0,125500000.0,144133000.0,48500000.0,20200000.0,82500000.0,103200000.0,107600000.0
,capitalExpenditure,-206000000.0,-696000000.0,-960000000.0,-1026000000.0,-678000000.0,-831000000.0,-694000000.0,-566000000.0,-574000000.0,-387400000.0,-183000000.0,-40000000.0,-438400000.0,-412800000.0,-834400000.0,-682100000.0,-431000000.0,-199100000.0,-369200000.0,-200900000.0,-383500000.0,-448600000.0,-565000000.0,-613400000.0,-439000000.0,-269800000.0,-103300000.0,-188628000.0,-29600000.0,-277900000.0,-144100000.0,-196300000.0,-109000000.0
,freeCashFlow,-440000000.0,1026000000.0,235000000.0,564000000.0,708000000.0,753000000.0,336000000.0,415000000.0,179000000.0,308600000.0,370700000.0,265000000.0,-133100000.0,-248500000.0,-352400000.0,-232300000.0,-159100000.0,134900000.0,-14000000.0,-76400000.0,-105200000.0,-183600000.0,-234900000.0,-303200000.0,-233800000.0,-46900000.0,22200000.0,-44495000.0,18900000.0,-257700000.0,-61600000.0,-93100000.0,-1400000.0
